PONTO,MD_LAT_GD,MD_LON_GD,DATA,ORG,Tag,SAL,TSM,SAL_sat
GF,"-27,19810833","-48,51096944",8/26/2008,pp,,34,,
CA,"-27,79904167","-48,56802222",8/27/2008,pp,19,34,,
CR,"-27,74470278","-48,56254444",8/27/2008,pp,20,33,,
FR,"-27,72268889","-48,56688056",8/27/2008,pp,18,33,,
PC,"-27,77763611","-48,62744722",8/27/2008,pp,18,34,,
AI,"-26,77998611","-48,61129444",8/28/2008,pp,20,32,,
CA,"-27,79904167","-48,56802222",9/3/2008,pp,19,34,,
FR,"-27,72268889","-48,56688056",9/3/2008,pp,,32,,
AI,"-26,77998611","-48,61129444",9/4/2008,pp,,34,,
PA,"-26,76335","-48,65166944",9/4/2008,pp,19,34,,
AI,"-26,77998611","-48,61129444",9/8/2008,pp,,33,,
CR,"-27,74470278","-48,56254444",9/8/2008,cg,,,,
CR,"-27,74470278","-48,56254444",9/8/2008,pp,,34,,
GF,"-27,19810833","-48,51096944",9/8/2008,pp,,34,,
PA,"-26,76335","-48,65166944",9/8/2008,pp,,33,,
PC,"-27,77763611","-48,62744722",9/8/2008,pp,17,34,,
CG,"-27,19810833","-48,51096944",9/9/2008,pp,,33,,
FA,"-27,18376111","-48,53203333",9/9/2008,pp,,32,,
GF,"-27,19810833","-48,51096944",9/9/2008,,,33,,
LB,,,9/9/2008,pp,,34,,
ZI,"-27,18376111","-48,53203333",9/9/2008,pp,,28,,
AI,"-26,77998611","-48,61129444",9/10/2008,nn,,33,,
AI,"-26,77998611","-48,61129444",9/10/2008,pp,,33,,
PC,"-27,77763611","-48,62744722",9/10/2008,pp,18,33,,
AI,"-26,77998611","-48,61129444",9/11/2008,pp,"19,5","30,5",,
CR,"-27,74470278","-48,56254444",9/11/2008,pp,19,33,,
PA,"-26,76335","-48,65166944",9/11/2008,pp,19,31,,
FA,"-27,18376111","-48,53203333",9/15/2008,pp,,33,,
GF,"-27,19810833","-48,51096944",9/15/2008,pp,,31,,
CA,"-27,79904167","-48,56802222",9/16/2008,pp,,34,,
CG,"-27,19810833","-48,51096944",9/16/2008,pp,,29,,
FR,"-27,72268889","-48,56688056",9/16/2008,pp,,34,,
ZI,"-27,18376111","-48,53203333",9/16/2008,pp,,27,,
AI,"-26,77998611","-48,61129444",9/17/2008,pp,19,29,,
PA,"-26,76335","-48,65166944",9/17/2008,pp,18,29,,
PP,"-27,85156944","-48,58565278",9/18/2008,pp,,33,,
CR,"-27,74470278","-48,56254444",9/24/2008,pp,19,34,,
PC,"-27,77763611","-48,62744722",9/24/2008,pp,17,35,,
AI,"-26,77998611","-48,61129444",9/25/2008,pp,"19,1",32,,
PA,"-26,76335","-48,65166944",9/25/2008,pp,19,32,,
CA,"-27,79904167","-48,56802222",10/1/2008,pp,19,"29,7",,
FR,"-27,72268889","-48,56688056",10/1/2008,pp,,"30,1",,
PA,"-26,76335","-48,65166944",10/2/2008,pp,21,"29,4",,
CA,"-27,79904167","-48,56802222",10/6/2008,pp,18,"35,8",,
CR,"-27,74470278","-48,56254444",10/6/2008,pp,,,,
FA,"-27,18376111","-48,53203333",10/6/2008,pp,,,,
GF,"-27,19810833","-48,51096944",10/6/2008,pp,,,,
PA,"-26,76335","-48,65166944",10/7/2008,pp,,"27,1",,
PC,"-27,77763611","-48,62744722",10/8/2008,pp,18,"34,1",,
AI,"-26,77998611","-48,61129444",10/9/2008,pp,"18,5","29,6",,
FA,"-27,18376111","-48,53203333",10/13/2008,pp,,,,
GF,"-27,19810833","-48,51096944",10/13/2008,pp,,,,
CA,"-27,79904167","-48,56802222",10/14/2008,pp,21,"31,1",,
FR,"-27,72268889","-48,56688056",10/14/2008,pp,,"31,4",,
PA,"-26,76335","-48,65166944",10/16/2008,pp,22,"30,2",,
PP,"-27,85156944","-48,58565278",10/16/2008,pp,,,,
CR,"-27,74470278","-48,56254444",10/22/2008,pp,"21,5","28,7",,
PC,"-27,77763611","-48,62744722",10/22/2008,pp,20,"28,2",,
AI,"-26,77998611","-48,61129444",10/23/2008,pp,21,"27,7",,
AI,"-26,77998611","-48,61129444",10/28/2008,pp,21,"28,9",,
FA,"-27,18376111","-48,53203333",10/28/2008,pp,,"29,4",,
GF,"-27,19810833","-48,51096944",10/28/2008,pp,,"30,1",,
CA,"-27,79904167","-48,56802222",10/29/2008,pp,20,31,,
FR,"-27,72268889","-48,56688056",10/29/2008,pp,,"28,8",,
PA,"-26,76335","-48,65166944",10/30/2008,pp,22,"27,9",,
CR,"-27,74470278","-48,56254444",11/5/2008,pp,24,29,,
PC,"-27,77763611","-48,62744722",11/5/2008,pp,21,"28,1",,
AI,"-26,77998611","-48,61129444",11/6/2008,pp,24,"26,6",,
CR,"-27,74470278","-48,56254444",11/6/2008,pp,,"28,8",,
PP,"-27,85156944","-48,58565278",11/10/2008,pp,,,,
CR,"-27,74470278","-48,56254444",11/11/2008,pp,,,,
CR,"-27,74470278","-48,56254444",11/11/2008,pp,23,,,
CA,"-27,79904167","-48,56802222",11/12/2008,pp,21,"30,9",,
FR,"-27,72268889","-48,56688056",11/12/2008,pp,,"29,3",,
GF,"-27,19810833","-48,51096944",11/12/2008,pp,,"30,2",,
PA,"-26,76335","-48,65166944",11/18/2008,pp,22,"24,4",,
CR,"-27,74470278","-48,56254444",11/19/2008,pp,22,"29,1",,
CR,"-27,74470278","-48,56254444",11/19/2008,pp,,,,
PC,"-27,77763611","-48,62744722",11/19/2008,pp,20,28,,
AI,"-26,77998611","-48,61129444",11/20/2008,pp,23,"29,1",,
CR,"-27,74470278","-48,56254444",12/3/2008,pp,21,"29,5",,
PC,"-27,77763611","-48,62744722",12/3/2008,pp,18,"28,1",,
AI,"-26,77998611","-48,61129444",12/4/2008,pp,22,"28,9",,
CA,"-27,79904167","-48,56802222",12/10/2008,pp,23,"28,5",,
FR,"-27,72268889","-48,56688056",12/10/2008,pp,,"27,7",,
CR,"-27,74470278","-48,56254444",12/17/2008,pp,"23,5",28,,
CR,"-27,74470278","-48,56254444",12/17/2008,pp,,,,
FA,"-27,18376111","-48,53203333",12/17/2008,pp,,,,
GF,"-27,19810833","-48,51096944",12/17/2008,pp,,"31,9",,
PC,"-27,77763611","-48,62744722",12/17/2008,pp,22,"27,6",,
CA,"-27,79904167","-48,56802222",12/19/2008,pp,22,"29,1",,
CR,"-27,74470278","-48,56254444",12/19/2008,pp,24,"27,8",,
CR,"-27,74470278","-48,56254444",12/19/2008,pp,,,,
CR,"-27,74470278","-48,56254444",12/19/2008,pp,,,,
AI,"-26,77998611","-48,61129444",12/29/2008,pp,27,"31,7",,
CR,"-27,74470278","-48,56254444",12/29/2008,pp,26,"31,1",,
CR,"-27,74470278","-48,56254444",12/29/2008,pp,,,,
CR,"-27,74470278","-48,56254444",12/29/2008,pp,,,,
CA,"-27,79904167","-48,56802222",12/30/2008,pp,20,33,,
CA,"-27,79904167","-48,56802222",12/30/2008,pp,,,,
FR,"-27,72268889","-48,56688056",12/30/2008,pp,,"31,4",,
FR,"-27,72268889","-48,56688056",12/30/2008,pp,,,,
PC,"-27,77763611","-48,62744722",12/30/2008,pp,21,"32,3",,
PC,"-27,77763611","-48,62744722",12/30/2008,pp,,,,
CR,"-27,74470278","-48,56254444",1/5/2009,pp,20,"34,4",,
FA,"-27,18376111","-48,53203333",1/5/2009,,,"31,1",,
GF,"-27,19810833","-48,51096944",1/5/2009,pp,,"31,1",,
PA,"-26,76335","-48,65166944",1/5/2009,pp,25,"32,8",,
PC,"-27,77763611","-48,62744722",1/5/2009,pp,19,34,,
AI,"-26,77998611","-48,61129444",1/15/2009,pp,,"31,1",,
CA,"-27,79904167","-48,56802222",1/15/2009,pp,25,"32,3",,
FR,"-27,72268889","-48,56688056",1/15/2009,pp,,"31,5",,
AI,"-26,77998611","-48,61129444",1/21/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/21/2009,pp,21,"34,9",,
CR,"-27,74470278","-48,56254444",1/21/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/21/2009,pp,,,,
PC,"-27,77763611","-48,62744722",1/21/2009,pp,20,35,,
PP,"-27,85156944","-48,58565278",1/21/2009,pp,,"33,8",,
PP,"-27,85156944","-48,58565278",1/21/2009,pp,,,,
AI,"-26,77998611","-48,61129444",1/22/2009,pp,25,34,,
CA,"-27,79904167","-48,56802222",1/23/2009,pp,23,"33,2",,
CA,"-27,79904167","-48,56802222",1/23/2009,cg,23,"33,2",,
CR,"-27,74470278","-48,56254444",1/23/2009,cg,"23,5","34,2",,
CR,"-27,74470278","-48,56254444",1/23/2009,ab,"23,5","34,2",,
CR,"-27,74470278","-48,56254444",1/23/2009,pp,"23,5","34,2",,
CR,"-27,74470278","-48,56254444",1/23/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,pp cozido,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,cg,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,ab,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,pp cozido,,,,
CR,"-27,74470278","-48,56254444",1/23/2009,cg,,,,
FR,"-27,72268889","-48,56688056",1/23/2009,pp,,"33,9",,
FR,"-27,72268889","-48,56688056",1/23/2009,cg,,"33,9",,
FR,"-27,72268889","-48,56688056",1/23/2009,mc,,"33,9",,
FR,"-27,72268889","-48,56688056",1/23/2009,pp,,,,
FR,"-27,72268889","-48,56688056",1/23/2009,cg,,,,
FR,"-27,72268889","-48,56688056",1/23/2009,craca,,,,
PC,"-27,77763611","-48,62744722",1/23/2009,pp,22,"33,6",,
PC,"-27,77763611","-48,62744722",1/23/2009,cg,,,,
PC,"-27,77763611","-48,62744722",1/23/2009,pp,,,,
PF,"-27,435125","-48,52305278",1/23/2009,pp,,"33,5",,
PF,"-27,435125","-48,52305278",1/23/2009,cg,,"33,5",,
PP,"-27,85156944","-48,58565278",1/23/2009,pp,,,,
PP,"-27,85156944","-48,58565278",1/23/2009,cg,,,,
SB,"-27,49226944","-48,53400278",1/23/2009,pp,,"31,8",,
SB,"-27,49226944","-48,53400278",1/23/2009,cg,,"31,8",,
PP,"-27,85156944","-48,58565278",1/24/2009,pp,,33,,
PP,"-27,85156944","-48,58565278",1/24/2009,cg,,33,,
CA,"-27,79904167","-48,56802222",1/26/2009,pp,24,"32,5",,
CA,"-27,79904167","-48,56802222",1/26/2009,cg,24,"32,5",,
CR,"-27,74470278","-48,56254444",1/26/2009,pp,"24,5","31,8",,
CR,"-27,74470278","-48,56254444",1/26/2009,cg,"24,5","31,8",,
CR,"-27,74470278","-48,56254444",1/26/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/26/2009,cg,,,,
FA,"-27,18376111","-48,53203333",1/26/2009,pp,,"32,6",,
FR,"-27,72268889","-48,56688056",1/26/2009,pp,,"31,6",,
FR,"-27,72268889","-48,56688056",1/26/2009,cg,,"31,6",,
FR,"-27,72268889","-48,56688056",1/26/2009,pp,,,,
FR,"-27,72268889","-48,56688056",1/26/2009,cg,,,,
GF,"-27,19810833","-48,51096944",1/26/2009,pp,,29,,
GF,"-27,19810833","-48,51096944",1/26/2009,pp,,,,
PC,"-27,77763611","-48,62744722",1/26/2009,pp,23,"30,3",,
PC,"-27,77763611","-48,62744722",1/26/2009,ab,23,"30,3",,
PC,"-27,77763611","-48,62744722",1/26/2009,pp,,,,
PC,"-27,77763611","-48,62744722",1/26/2009,ab,,,,
PP,"-27,85156944","-48,58565278",1/26/2009,pp,,"32,2",,
PP,"-27,85156944","-48,58565278",1/26/2009,cg,,"32,2",,
SA,"-27,50804722","-48,521275",1/26/2009,cg,,"32,2",,
CA,"-27,79904167","-48,56802222",1/27/2009,pp,,"31,1",,
CA,"-27,79904167","-48,56802222",1/27/2009,cg,,"31,1",,
CR,"-27,74470278","-48,56254444",1/27/2009,pp,,31,,
CR,"-27,74470278","-48,56254444",1/27/2009,cg,,31,,
CR,"-27,74470278","-48,56254444",1/27/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/27/2009,cg,,,,
CR,"-27,74470278","-48,56254444",1/27/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/27/2009,cg,,,,
PC,"-27,77763611","-48,62744722",1/27/2009,pp,24,"30,4",,
PC,"-27,77763611","-48,62744722",1/27/2009,pp,,,,
PF,"-27,435125","-48,52305278",1/27/2009,pp,,"32,8",,
PF,"-27,435125","-48,52305278",1/27/2009,cg,,"32,8",,
PP,"-27,85156944","-48,58565278",1/27/2009,pp,,"32,2",,
PP,"-27,85156944","-48,58565278",1/27/2009,cg,,"32,2",,
SA,"-27,50804722","-48,521275",1/27/2009,pp,,"32,3",,
SA,"-27,50804722","-48,521275",1/27/2009,cg,,"32,3",,
SA,"-27,50804722","-48,521275",1/27/2009,pp,,,,
SA,"-27,50804722","-48,521275",1/27/2009,cg,,,,
SB,"-27,49226944","-48,53400278",1/27/2009,pp,,"32,1",,
SB,"-27,49226944","-48,53400278",1/27/2009,cg,,"32,1",,
CR,"-27,74470278","-48,56254444",1/28/2009,pp,"25,5","29,5",,
CR,"-27,74470278","-48,56254444",1/28/2009,cg,"25,5","29,5",,
CR,"-27,74470278","-48,56254444",1/28/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/28/2009,cg,,,,
PC,"-27,77763611","-48,62744722",1/28/2009,pp,24,"29,4",,
PC,"-27,77763611","-48,62744722",1/28/2009,pp,,,,
PP,"-27,85156944","-48,58565278",1/28/2009,pp,,"34,3",,
PP,"-27,85156944","-48,58565278",1/28/2009,cg,,"34,3",,
AI,"-26,77998611","-48,61129444",1/29/2009,pp,"27,5","29,9",,
LB,,,1/29/2009,,,"34,6",,
LB,,,1/29/2009,pp,,,,
PA,"-26,76335","-48,65166944",1/29/2009,pp,28,"29,1",,
PP,"-27,85156944","-48,58565278",1/29/2009,pp,,"35,1",,
PP,"-27,85156944","-48,58565278",1/29/2009,cg,,"35,1",,
ZI,"-27,18376111","-48,53203333",1/29/2009,pp,,"16,6",,
CA,"-27,79904167","-48,56802222",1/30/2009,pp,23,"29,5",,
CA,"-27,79904167","-48,56802222",1/30/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/30/2009,pp,26,"26,7",,
CR,"-27,74470278","-48,56254444",1/30/2009,cg,26,"26,7",,
CR,"-27,74470278","-48,56254444",1/30/2009,pp,,,,
CR,"-27,74470278","-48,56254444",1/30/2009,cg,,,,
PC,"-27,77763611","-48,62744722",1/30/2009,pp,23,"29,2",,
PC,"-27,77763611","-48,62744722",1/30/2009,pp,,,,
PF,"-27,435125","-48,52305278",1/30/2009,pp,,33,,
PF,"-27,435125","-48,52305278",1/30/2009,cg,,33,,
PP,"-27,85156944","-48,58565278",1/30/2009,pp,,"35,5",,
PP,"-27,85156944","-48,58565278",1/30/2009,cg,,"35,5",,
PP,"-27,85156944","-48,58565278",1/30/2009,cg,,"34,1",,
SB,"-27,49226944","-48,53400278",1/30/2009,pp,,"31,5",,
SB,"-27,49226944","-48,53400278",1/30/2009,cg,,"31,5",,
CA,"-27,79904167","-48,56802222",2/2/2009,pp,25,"30,1",,
CA,"-27,79904167","-48,56802222",2/2/2009,cg,25,"30,1",,
CR,"-27,74470278","-48,56254444",2/2/2009,pp,,,,
CR,"-27,74470278","-48,56254444",2/2/2009,cg,,,,
CR,"-27,74470278","-48,56254444",2/2/2009,pp,,"30,4",,
CR,"-27,74470278","-48,56254444",2/2/2009,cg,,"30,4",,
FR,"-27,72268889","-48,56688056",2/2/2009,pp,,,,
FR,"-27,72268889","-48,56688056",2/2/2009,cg,,,,
FR,"-27,72268889","-48,56688056",2/2/2009,pp,,"30,8",,
FR,"-27,72268889","-48,56688056",2/2/2009,cg,,,,
PP,"-27,85156944","-48,58565278",2/2/2009,pp,,"33,8",,
PP,"-27,85156944","-48,58565278",2/2/2009,cg,,"33,8",,
AI,"-26,77998611","-48,61129444",2/3/2009,pp,27,"32,2",,
LB,,,2/3/2009,pp,,"23,1",,
PA,"-26,76335","-48,65166944",2/3/2009,pp,28,"31,6",,
PF,"-27,435125","-48,52305278",2/3/2009,pp,,"34,1",,
SB,"-27,49226944","-48,53400278",2/3/2009,pp,,"33,5",,
CA,"-27,79904167","-48,56802222",2/4/2009,pp,25,"30,5",,
CA,"-27,79904167","-48,56802222",2/4/2009,cg,25,"30,5",,
FA,"-27,18376111","-48,53203333",2/4/2009,pp,,"31,5",,
GF,"-27,19810833","-48,51096944",2/4/2009,pp,,"31,7",,
PC,"-27,77763611","-48,62744722",2/4/2009,pp,,"30,4",,
PP,"-27,85156944","-48,58565278",2/4/2009,pp,,"34,3",,
PP,"-27,85156944","-48,58565278",2/4/2009,cg,,"34,3",,
AI,"-26,77998611","-48,61129444",2/5/2009,pp,"26,5",30,,
AI,"-26,77998611","-48,61129444",2/5/2009,,"26,5","30,8",,
CG ,,,2/5/2009,pp,,"29,7",,
PA,"-26,76335","-48,65166944",2/5/2009,pp,27,"26,9",,
ZI,"-27,18376111","-48,53203333",2/5/2009,pp,,"28,8",,
ES,,,2/6/2009,pp,,"31,6",,
PL,"-26,22440278","-48,62082778",2/6/2009,pp,,"27,8",,
PP,"-27,85156944","-48,58565278",2/6/2009,pp,,"35,3",,
PP,"-27,85156944","-48,58565278",2/6/2009,cg,,"35,3",,
CG ,,,2/9/2009,pp,,"29,1",,
PF,"-27,435125","-48,52305278",2/9/2009,pp,,"34,4",,
SB,"-27,49226944","-48,53400278",2/9/2009,pp,,"33,8",,
ZI,"-27,18376111","-48,53203333",2/9/2009,pp,,"21,1",,
CR,"-27,74470278","-48,56254444",2/10/2009,pp,"25,5","31,9",,
CR,"-27,74470278","-48,56254444",2/10/2009,cg,"25,5","31,9",,
PC,"-27,77763611","-48,62744722",2/10/2009,pp,24,32,,
PP,"-27,85156944","-48,58565278",2/10/2009,pp,,"34,1",,
PP,"-27,85156944","-48,58565278",2/10/2009,cg,,"34,1",,
AI,"-26,77998611","-48,61129444",2/12/2009,pp,"25,5","31,2",,
CA,"-27,79904167","-48,56802222",2/17/2009,pp,24,"29,8",,
CA,"-27,79904167","-48,56802222",2/17/2009,cg,24,"29,8",,
CR,"-27,74470278","-48,56254444",2/17/2009,pp,,"31,6",,
CR,"-27,74470278","-48,56254444",2/17/2009,cg,,"31,6",,
PP,"-27,85156944","-48,58565278",2/17/2009,pp,,"34,5",,
AI,"-26,77998611","-48,61129444",2/18/2009,pp,"30,9","30,9",,
PL,"-26,22440278","-48,62082778",2/18/2009,pp,,"28,9",,
CG ,,,2/19/2009,pp,,"33,5",,
FR,"-27,72268889","-48,56688056",2/19/2009,pp,,"31,3",,
PC,"-27,77763611","-48,62744722",2/19/2009,pp,25,"30,6",,
PP,"-27,85156944","-48,58565278",2/19/2009,pp,,"35,1",,
AI,"-26,77998611","-48,61129444",2/26/2009,pp,,"30,8",,
CA,"-27,79904167","-48,56802222",2/26/2009,pp,20,"34,7",,
CA,"-27,79904167","-48,56802222",2/26/2009,cg,20,"34,7",,
CR,"-27,74470278","-48,56254444",2/26/2009,pp,,"34,3",,
PF,"-27,435125","-48,52305278",2/26/2009,pp,,"33,8",,
SB,"-27,49226944","-48,53400278",2/26/2009,pp,,"33,8",,
AI,"-26,77998611","-48,61129444",3/2/2009,pp,,,,
LB,,,3/2/2009,pp,,,,
PA,"-26,76335","-48,65166944",3/2/2009,pp,,,,
PC,"-27,77763611","-48,62744722",3/2/2009,pp,24,"34,6",,
PF,"-27,435125","-48,52305278",3/2/2009,pp,,,,
PP,"-27,85156944","-48,58565278",3/2/2009,pp,,"33,2",,
SB,"-27,49226944","-48,53400278",3/2/2009,pp,,,,
AI,"-26,77998611","-48,61129444",3/3/2009,pp,"28,3","31,5",,
AI,"-26,77998611","-48,61129444",3/5/2009,pp,"27,5","27,6",,
CA,"-27,79904167","-48,56802222",3/9/2009,pp,25,"30,2",,
CA,"-27,79904167","-48,56802222",3/9/2009,cg,25,"30,2",,
CR,"-27,74470278","-48,56254444",3/9/2009,pp,,"30,2",,
PF,"-27,435125","-48,52305278",3/9/2009,pp,,"33,8",,
SB,"-27,49226944","-48,53400278",3/9/2009,pp,,"31,3",,
CG ,,,3/10/2009,pp,,25,,
CA,"-27,79904167","-48,56802222",3/12/2009,pp,,"31,2",,
CA,"-27,79904167","-48,56802222",3/12/2009,cg,,"31,2",,
CR,"-27,74470278","-48,56254444",3/12/2009,pp,,"28,1",,
CR,"-27,74470278","-48,56254444",3/12/2009,cg,,"28,1",,
PA,"-26,76335","-48,65166944",3/12/2009,pp,,"27,6",,
PC,"-27,77763611","-48,62744722",3/12/2009,pp,,"29,6",,
PP,"-27,85156944","-48,58565278",3/12/2009,pp,,"34,4",,
CA,"-27,79904167","-48,56802222",3/16/2009,pp,,"32,8",,
CA,"-27,79904167","-48,56802222",3/16/2009,cg,,"32,8",,
CA,"-27,79904167","-48,56802222",3/16/2009,pp,,,,
CA,"-27,79904167","-48,56802222",3/16/2009,cg,,,,
EB,"-27,78189722","-48,62696944",3/16/2009,pp,,"32,4",,
FR,"-27,72268889","-48,56688056",3/16/2009,pp,,"29,4",,
FR,"-27,72268889","-48,56688056",3/16/2009,cg,,"29,4",,
FR,"-27,72268889","-48,56688056",3/16/2009,pp,,,,
FR,"-27,72268889","-48,56688056",3/16/2009,cg,,,,
PC,"-27,77763611","-48,62744722",3/16/2009,pp,,"32,7",,
PP,"-27,85156944","-48,58565278",3/16/2009,pp,,"34,4",,
PP,"-27,85156944","-48,58565278",3/16/2009,pp,,,,
AI,"-26,77998611","-48,61129444",3/17/2009,pp,,"31,5",,
PA,"-26,76335","-48,65166944",3/17/2009,pp,,"29,9",,
PA,"-26,76335","-48,65166944",3/18/2009,pp,,,,
PL,"-26,22440278","-48,62082778",3/18/2009,,,"29,2",,
CG,"-27,19810833","-48,51096944",3/19/2009,pp,,,,
CG ,,,3/19/2009,pp,,"29,3",,
CR,"-27,74470278","-48,56254444",3/19/2009,pp,,"33,3",,
CR,"-27,74470278","-48,56254444",3/19/2009,pp,,,,
EB,"-27,78189722","-48,62696944",3/19/2009,pp,,33,,
FA,"-27,18376111","-48,53203333",3/19/2009,pp,,"30,8",,
FA,"-27,18376111","-48,53203333",3/19/2009,pp,,,,
GF,"-27,19810833","-48,51096944",3/19/2009,pp,,32,,
GF,"-27,19810833","-48,51096944",3/19/2009,pp,,,,
PC,"-27,77763611","-48,62744722",3/19/2009,pp,,"34,5",,
PP,"-27,85156944","-48,58565278",3/19/2009,pp,,"33,6",,
PP,"-27,85156944","-48,58565278",3/19/2009,pp,,,,
SA,"-27,50804722","-48,521275",3/19/2009,pp,,"32,8",,
CG,"-27,19810833","-48,51096944",3/25/2009,pp,,,,
CG ,,,3/25/2009,pp,,"31,5",,
CP,,,3/25/2009,,,"20,3",,
LB,,,3/25/2009,pp,,"33,3",,
LB,,,3/25/2009,pp,,,,
PB,"-27,15254444","-48,56053056",3/25/2009,,,"33,2",,
PB,"-27,15254444","-48,56053056",3/25/2009,pp,,,,
ZI,"-27,18376111","-48,53203333",3/25/2009,pp,,"25,9",,
AI,"-26,77998611","-48,61129444",3/26/2009,pp,25,"33,2",,
BA,"-27,71759167","-48,63201667",3/30/2009,pp,,"28,3",,
BR,,,3/30/2009,pp,,"31,2",,
BR,,,3/30/2009,pp,,,,
PC,"-27,77763611","-48,62744722",3/30/2009,pp,,"29,2",,
PT,,,3/30/2009,pp,,"29,3",,
PX,"-27,62825","-48,62242222",3/30/2009,,,"34,6",,
SM,"-27,44113611","-48,61868333",3/30/2009,cg,,"31,1",,
SM,"-27,44113611","-48,61868333",3/30/2009,cg,,,,
SR,"-27,46609444","-48,63331389",3/30/2009,pp,,"31,9",,
SR,"-27,46609444","-48,63331389",3/30/2009,pp,,,,
AI,"-26,77998611","-48,61129444",3/31/2009,,,33,,
CL,,,3/31/2009,,,"22,3",,
ES,,,3/31/2009,,,"30,6",,
ET,,,3/31/2009,cg,,"26,9",,
PA,"-26,76335","-48,65166944",3/31/2009,pp,,"30,7",,
PL,"-26,22440278","-48,62082778",3/31/2009,pp,,"30,7",,
CA,"-27,79904167","-48,56802222",4/2/2009,pp,,,,
CA,"-27,79904167","-48,56802222",4/2/2009,cg,,,,
FA,"-27,18376111","-48,53203333",4/2/2009,pp,,,,
GF,"-27,19810833","-48,51096944",4/2/2009,pp,,,,
PC,"-27,77763611","-48,62744722",4/2/2009,pp,,,,
PP,"-27,85156944","-48,58565278",4/2/2009,pp,,,,
PP,"-27,85156944","-48,58565278",4/2/2009,cg,,,,
BV,"-27,70501111","-48,56079722",4/6/2009,pp,,"30,5",,
CA,"-27,79904167","-48,56802222",4/6/2009,pp,,"34,4",,
EB,"-27,78189722","-48,62696944",4/6/2009,pp,,"31,5",,
FR,"-27,72268889","-48,56688056",4/6/2009,pp,,"30,5",,
PP,"-27,85156944","-48,58565278",4/6/2009,pp,,34,,
PX,"-27,62825","-48,62242222",4/6/2009,pp,,"31,1",,
CC,"-27,53039444","-48,52829722",4/7/2009,cg,,"32,7",,
CH,,,4/7/2009,pp,,"33,8",,
FA,"-27,18376111","-48,53203333",4/7/2009,,,"33,6",,
GF,"-27,19810833","-48,51096944",4/7/2009,pp,,"33,9",,
GM,,,4/7/2009,pp,,"33,4",,
PF,"-27,435125","-48,52305278",4/7/2009,pp,,"33,9",,
SA,"-27,50804722","-48,521275",4/7/2009,pp,,"31,9",,
SB,"-27,49226944","-48,53400278",4/7/2009,pp,,"32,4",,
CG ,,,4/8/2009,pp,,"31,3",,
CP,,,4/8/2009,,,"28,9",,
LB,,,4/8/2009,pp,,"33,8",,
LB,,,4/8/2009,pp,,"33,7",,
PB,"-27,15254444","-48,56053056",4/8/2009,pp,,"34,2",,
PB,"-27,15254444","-48,56053056",4/8/2009,pp,,"34,1",,
PB,"-27,15254444","-48,56053056",4/8/2009,,,"34,3",,
ZI,"-27,18376111","-48,53203333",4/8/2009,,,"29,9",,
BA,"-27,71759167","-48,63201667",4/13/2009,pp,23,"32,8",,
BR,,,4/13/2009,pp,24,"31,2",,
PC,"-27,77763611","-48,62744722",4/13/2009,pp,23,"34,8",,
PT,,,4/13/2009,pp,23,"33,7",,
SM,"-27,44113611","-48,61868333",4/13/2009,,,"31,3",,
SR,"-27,46609444","-48,63331389",4/13/2009,pp,25,"31,8",,
AI,"-26,77998611","-48,61129444",4/14/2009,pp,,"34,2",,
CL,,,4/14/2009,cg,,"22,9",,
ES,,,4/14/2009,,,"33,6",,
ET,,,4/14/2009,cg,,"28,6",,
PA,"-26,76335","-48,65166944",4/14/2009,,,"33,1",,
PL,"-26,22440278","-48,62082778",4/14/2009,pp,,32,,
PA,"-26,76335","-48,65166944",4/20/2009,pp,,,,
BV,"-27,70501111","-48,56079722",4/27/2009,,,25,,
CA,"-27,79904167","-48,56802222",4/27/2009,,,"33,3",,
CR,"-27,74470278","-48,56254444",4/27/2009,,,"24,7",,
EB,"-27,78189722","-48,62696944",4/27/2009,,23,"31,5",,
FR,"-27,72268889","-48,56688056",4/27/2009,,,"20,3",,
PP,"-27,85156944","-48,58565278",4/27/2009,,22,"33,2",,
PX,"-27,62825","-48,62242222",4/27/2009,,22,"20,6",,
CC,"-27,53039444","-48,52829722",4/28/2009,,,"28,9",,
CH,,,4/28/2009,,,"30,4",,
FA,"-27,18376111","-48,53203333",4/28/2009,,,"27,9",,
GF,"-27,19810833","-48,51096944",4/28/2009,,,"30,9",,
GM,,,4/28/2009,,,"30,6",,
PF,"-27,435125","-48,52305278",4/28/2009,,,"24,1",,
SA,"-27,50804722","-48,521275",4/28/2009,,,"28,5",,
SB,"-27,49226944","-48,53400278",4/28/2009,,,"28,6",,
AI,"-26,77998611","-48,61129444",4/29/2009,pp,,33,,
